11.0000	578.0000
11.0092	612.0000
11.0184	631.0000
11.0277	569.0000
11.0369	629.0000
11.0461	611.0000
11.0553	630.0000
11.0646	595.0000
11.0738	599.0000
11.0830	643.0000
11.0922	628.0000
11.1014	631.0000
11.1107	588.0000
11.1199	593.0000
11.1291	586.0000
11.1383	623.0000
11.1476	563.0000
11.1568	597.0000
11.1660	595.0000
11.1752	612.0000
11.1845	542.0000
11.1937	579.0000
11.2029	604.0000
11.2121	580.0000
11.2213	581.0000
11.2306	570.0000
11.2398	562.0000
11.2490	581.0000
11.2582	573.0000
11.2675	564.0000
11.2767	606.0000
11.2859	620.0000
11.2951	578.0000
11.3043	588.0000
11.3136	561.0000
11.3228	544.0000
11.3320	570.0000
11.3412	553.0000
11.3505	581.0000
11.3597	555.0000
11.3689	544.0000
11.3781	561.0000
11.3874	529.0000
11.3966	564.0000
11.4058	553.0000
11.4150	518.0000
11.4242	601.0000
11.4335	555.0000
11.4427	566.0000
11.4519	496.0000
11.4611	526.0000
11.4704	555.0000
11.4796	522.0000
11.4888	505.0000
11.4980	527.0000
11.5072	498.0000
11.5165	516.0000
11.5257	502.0000
11.5349	523.0000
11.5441	554.0000
11.5534	507.0000
11.5626	516.0000
11.5718	549.0000
11.5810	541.0000
11.5902	503.0000
11.5995	464.0000
11.6087	512.0000
11.6179	510.0000
11.6271	476.0000
11.6364	499.0000
11.6456	501.0000
11.6548	531.0000
11.6640	520.0000
11.6733	495.0000
11.6825	470.0000
11.6917	519.0000
11.7009	520.0000
11.7101	483.0000
11.7194	515.0000
11.7286	512.0000
11.7378	519.0000
11.7470	478.0000
11.7563	510.0000
11.7655	502.0000
11.7747	504.0000
11.7839	523.0000
11.7931	485.0000
11.8024	463.0000
11.8116	442.0000
11.8208	480.0000
11.8300	467.0000
11.8393	443.0000
11.8485	451.0000
11.8577	467.0000
11.8669	444.0000
11.8762	457.0000
11.8854	473.0000
11.8946	476.0000
11.9038	435.0000
11.9130	474.0000
11.9223	510.0000
11.9315	459.0000
11.9407	458.0000
11.9499	452.0000
11.9592	483.0000
11.9684	424.0000
11.9776	445.0000
11.9868	445.0000
11.9960	430.0000
12.0053	464.0000
12.0145	471.0000
12.0237	463.0000
12.0329	482.0000
12.0422	453.0000
12.0514	425.0000
12.0606	422.0000
12.0698	471.0000
12.0791	488.0000
12.0883	462.0000
12.0975	461.0000
12.1067	416.0000
12.1159	442.0000
12.1252	451.0000
12.1344	450.0000
12.1436	444.0000
12.1528	407.0000
12.1621	408.0000
12.1713	444.0000
12.1805	438.0000
12.1897	458.0000
12.1989	422.0000
12.2082	399.0000
12.2174	445.0000
12.2266	463.0000
12.2358	471.0000
12.2451	424.0000
12.2543	424.0000
12.2635	464.0000
12.2727	441.0000
12.2819	429.0000
12.2912	441.0000
12.3004	446.0000
12.3096	410.0000
12.3188	429.0000
12.3281	427.0000
12.3373	414.0000
12.3465	439.0000
12.3557	406.0000
12.3650	401.0000
12.3742	417.0000
12.3834	400.0000
12.3926	407.0000
12.4018	406.0000
12.4111	392.0000
12.4203	431.0000
12.4295	429.0000
12.4387	369.0000
12.4480	394.0000
12.4572	399.0000
12.4664	428.0000
12.4756	404.0000
12.4848	381.0000
12.4941	392.0000
12.5033	411.0000
12.5125	388.0000
12.5217	433.0000
12.5310	357.0000
12.5402	397.0000
12.5494	364.0000
12.5586	376.0000
12.5679	391.0000
12.5771	385.0000
12.5863	371.0000
12.5955	360.0000
12.6047	400.0000
12.6140	382.0000
12.6232	398.0000
12.6324	368.0000
12.6416	418.0000
12.6509	408.0000
12.6601	383.0000
12.6693	407.0000
12.6785	403.0000
12.6877	391.0000
12.6970	357.0000
12.7062	370.0000
12.7154	378.0000
12.7246	371.0000
12.7339	369.0000
12.7431	350.0000
12.7523	382.0000
12.7615	377.0000
12.7707	391.0000
12.7800	372.0000
12.7892	383.0000
12.7984	382.0000
12.8076	374.0000
12.8169	356.0000
12.8261	377.0000
12.8353	368.0000
12.8445	364.0000
12.8538	362.0000
12.8630	349.0000
12.8722	370.0000
12.8814	362.0000
12.8906	356.0000
12.8999	364.0000
12.9091	363.0000
12.9183	352.0000
12.9275	358.0000
12.9368	368.0000
12.9460	357.0000
12.9552	373.0000
12.9644	417.0000
12.9736	370.0000
12.9829	379.0000
12.9921	366.0000
13.0013	352.0000
13.0105	344.0000
13.0198	357.0000
13.0290	376.0000
13.0382	363.0000
13.0474	347.0000
13.0567	330.0000
13.0659	330.0000
13.0751	350.0000
13.0843	354.0000
13.0935	320.0000
13.1028	328.0000
13.1120	381.0000
13.1212	342.0000
13.1304	355.0000
13.1397	347.0000
13.1489	313.0000
13.1581	340.0000
13.1673	334.0000
13.1765	353.0000
13.1858	359.0000
13.1950	326.0000
13.2042	314.0000
13.2134	343.0000
13.2227	351.0000
13.2319	351.0000
13.2411	338.0000
13.2503	307.0000
13.2596	360.0000
13.2688	319.0000
13.2780	326.0000
13.2872	331.0000
13.2964	315.0000
13.3057	338.0000
13.3149	348.0000
13.3241	319.0000
13.3333	295.0000
13.3426	310.0000
13.3518	342.0000
13.3610	315.0000
13.3702	352.0000
13.3794	359.0000
13.3887	362.0000
13.3979	303.0000
13.4071	333.0000
13.4163	296.0000
13.4256	338.0000
13.4348	322.0000
13.4440	332.0000
13.4532	285.0000
13.4624	321.0000
13.4717	311.0000
13.4809	315.0000
13.4901	307.0000
13.4993	309.0000
13.5086	320.0000
13.5178	338.0000
13.5270	325.0000
13.5362	328.0000
13.5455	308.0000
13.5547	319.0000
13.5639	296.0000
13.5731	306.0000
13.5823	329.0000
13.5916	307.0000
13.6008	303.0000
13.6100	311.0000
13.6192	316.0000
13.6285	300.0000
13.6377	315.0000
13.6469	303.0000
13.6561	315.0000
13.6653	304.0000
13.6746	296.0000
13.6838	309.0000
13.6930	314.0000
13.7022	304.0000
13.7115	298.0000
13.7207	320.0000
13.7299	290.0000
13.7391	321.0000
13.7484	289.0000
13.7576	325.0000
13.7668	294.0000
13.7760	295.0000
13.7852	299.0000
13.7945	301.0000
13.8037	271.0000
13.8129	322.0000
13.8221	289.0000
13.8314	311.0000
13.8406	321.0000
13.8498	299.0000
13.8590	332.0000
13.8682	299.0000
13.8775	294.0000
13.8867	273.0000
13.8959	306.0000
13.9051	283.0000
13.9144	290.0000
13.9236	325.0000
13.9328	312.0000
13.9420	282.0000
13.9512	287.0000
13.9605	308.0000
13.9697	294.0000
13.9789	331.0000
13.9881	293.0000
13.9974	290.0000
14.0066	276.0000
14.0158	304.0000
14.0250	289.0000
14.0343	268.0000
14.0435	301.0000
14.0527	268.0000
14.0619	296.0000
14.0711	336.0000
14.0804	302.0000
14.0896	304.0000
14.0988	246.0000
14.1080	278.0000
14.1173	306.0000
14.1265	287.0000
14.1357	315.0000
14.1449	288.0000
14.1541	300.0000
14.1634	335.0000
14.1726	272.0000
14.1818	298.0000
14.1910	287.0000
14.2003	302.0000
14.2095	279.0000
14.2187	293.0000
14.2279	295.0000
14.2372	258.0000
14.2464	307.0000
14.2556	283.0000
14.2648	269.0000
14.2740	278.0000
14.2833	325.0000
14.2925	304.0000
14.3017	296.0000
14.3109	254.0000
14.3202	285.0000
14.3294	293.0000
14.3386	290.0000
14.3478	254.0000
14.3570	292.0000
14.3663	293.0000
14.3755	286.0000
14.3847	263.0000
14.3939	280.0000
14.4032	310.0000
14.4124	279.0000
14.4216	265.0000
14.4308	276.0000
14.4401	253.0000
14.4493	285.0000
